table,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D1_target,D2_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,763999,1.129727840423584,2.7435648441314697,8003,4154.6,1.926298560631589,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,782168,1.2275972366333008,2.321883201599121,7710,0.0,,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,673362,1.3074264526367188,2.6439919471740723,8112,6111.192307692308,1.3274005450277235,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,83904,1.286946177482605,2.928945541381836,8151,14716.51571063208,1.8054859171429372,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,695261,1.3076568841934204,2.5670652389526367,8055,14708.02172459893,1.8259493140408354,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,386245,1.115124225616455,2.7859504222869873,8410,8299.617647058823,1.013299691339431,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,69504,1.3274890184402466,3.0938942432403564,8102,10421.33678906345,1.2862671919357505,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,681535,1.190702199935913,3.186352491378784,8021,14482.046218487394,1.8055162970312173,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,696279,1.095173716545105,2.6614370346069336,7966,18702.237647058824,2.3477576760053758,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,340223,1.2161993980407715,2.7366652488708496,7928,6252.950588235293,1.267881440630005,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,690943,1.192641019821167,3.105254888534546,8026,12405.533088235294,1.54566821433283,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,636616,1.1787971258163452,2.822864055633545,7882,12529.445294117646,1.5896276698956668,385,385
